from_id,to_id
30,3070
30,3071
30,3072
30,3073
30,3074
30,3075
30,3076
30,3077
30,3078
30,3079
30,3080
30,3081
30,3082
30,3083
30,3084
30,3085
30,3086
30,3087
30,3088
30,3089
30,3090
30,3091
30,3092
30,3093
30,3094
30,3095
30,3096
30,3097
30,3098
30,3099
30,3100
30,3101
30,3102
30,3103
30,3104
30,3105
30,3106
30,3107
40,4001
40,4002
40,4003
40,4004
40,4005
40,4006
40,4007
40,4008
40,4009
40,4010
40,4011
40,4012
40,4013
40,4014
40,4015
40,4016
40,4017
40,4018
40,4019
40,4020
40,4021
40,4022
40,4023
40,4024
40,4025
40,4026
40,4027
40,4028
40,4029
40,4030
40,4031
40,4032
40,4033
40,4034
40,4035
40,4036
40,4037
40,4038
40,4039
40,4040
40,4041
40,4042
40,4043
40,4044
40,4045
40,4046
40,4047
40,4048
40,4049
40,4050
40,4051
40,4052
40,4053
40,4054
40,4055
40,4056
40,4057
40,4058
40,4059
40,4060
40,4061
40,4062
40,4063
40,4064
40,4065
40,4066
40,4067
40,4068
40,4069
40,4070
40,4071
40,4072
40,4073
40,4074
40,4075
40,4076
40,4077
40,4078
40,4079
40,4080
40,4081
40,4082
40,4083
40,4084
40,4085
40,4086
40,4087
50,5001
50,5002
50,5003
50,5004
50,5005
50,5006
50,5007
50,5008
50,5009
50,5010
50,5011
50,5012
50,5013
50,5014
50,5015
50,5016
50,5017
50,5018
50,5019
50,5020
50,5021
50,5022
50,5023
50,5024
50,5025
50,5026
50,5027
50,5028
50,5029
50,5030
50,5031
50,5032
50,5033
50,5034
50,5035
50,5036
50,5037
50,5038
50,5039
50,5040
50,5041
50,5042
50,5043
50,5044
50,5045
50,5046
50,5047
50,5048
50,5049
50,5050
50,5051
50,5052
50,5053
50,5054
50,5055
50,5056
50,5057
50,5058
50,5059
50,5060
50,5061
50,5062
50,5063
50,5064
50,5065
50,5066
50,5067
50,5068
50,5069
50,5070
50,5071
50,5072
50,5073
50,5074
50,5075
50,5076
50,5077
50,5078
50,5079
50,5080
50,5081
50,5082
50,5083
50,5084
50,5085
50,5086
50,5087
50,5088
50,5089
50,5090
50,5091
50,5092
50,5093
50,5094
50,5095
50,5096
50,5097
50,5098
50,5099
50,5100
50,5101
50,5102
50,5103
50,5104
50,5105
50,5106
50,5107
50,5108
50,5109
50,5110
50,5111
50,5112
50,5113
50,5114
50,5115
50,5116
50,5117
50,5118
50,5119
50,5120
50,5121
50,5122
50,5123
50,5124
50,5125
50,5126
50,5127
50,5128
50,5129
50,5130
50,5131
50,5132
50,5133
50,5134
50,5135
50,5136
50,5137
50,5138
50,5139
50,5140
50,5141
50,5142
50,5143
50,5144
50,5145
50,5146
50,5147
50,5148
50,5149
50,5150
50,5151
50,5152
50,5153
50,5154
50,5155
50,5156
50,5157
50,5158
50,5159
50,5160
50,5161
50,5162
50,5163
50,5164
50,5165
50,5166
50,5167
50,5168
50,5169
50,5170
50,5171
50,5172
50,5173
50,5174
50,5175
50,5176
50,5177
50,5178
50,5179
50,5180
50,5181
50,5182
50,5183
50,5184
50,5185
50,5186
50,5187
50,5188
50,5189
50,5190
50,5191
50,5192
50,5193
50,5194
50,5195
50,5196
50,5197
50,5198
50,5199
50,5200
50,5201
50,5202
50,5203
50,5204
50,5205
50,5206
50,5207
50,5208
50,5209
50,5210
50,5211
50,5212
50,5213
50,5214
50,5215
50,5216
50,5217
50,5218
50,5219
50,5220
50,5221
50,5222
50,5223
50,5224
50,5225
50,5226
50,5227
50,5228
50,5229
50,5230
50,5231
50,5232
50,5233
50,5234
50,5235
50,5236
50,5237
50,5238
50,5239
50,5240
50,5241
50,5242
50,5243
50,5244
50,5245
50,5246
50,5247
50,5248
50,5249
50,5250
50,5251
50,5252
50,5253
50,5254
50,5255
50,5256
50,5257
50,5258
50,5259
50,5260
50,5261
50,5262
50,5263
50,5264
50,5265
50,5266
50,5267
50,5268
50,5269
50,5270
50,5271
50,5272
50,5273
50,5274
50,5275
50,5276
50,5277
50,5278
50,5279
50,5280
50,5281
50,5282
50,5283
50,5284
50,5285
50,5286
50,5287
50,5288
50,5289
50,5290
50,5291
50,5292
50,5293
50,5294
50,5295
50,5296
50,5297
50,5298
50,5299
50,5300
50,5301
50,5302
50,5303
50,5304
50,5305
50,5306
50,5307
50,5308
50,5309
50,5310
50,5311
50,5312
50,5313
50,5314
50,5315
50,5316
50,5317
50,5318
50,5319
50,5320
50,5321
50,5322
50,5323
50,5324
50,5325
50,5326
50,5327
50,5328
50,5329
50,5330
50,5331
50,5332
50,5333
50,5334
50,5335
50,5336
50,5337
50,5338
50,5339
50,5340
50,5341
50,5342
50,5343
50,5344
50,5345
50,5346
50,5347
50,5348
50,5349
50,5350
50,5351
50,5352
50,5353
50,5354
50,5355
50,5356
50,5357
50,5358
50,5359
50,5360
50,5361
50,5362
50,5363
50,5364
50,5365
50,5366
50,5367
50,5368
50,5369
50,5370
50,5371
50,5372
50,5373
50,5374
50,5375
50,5376
50,5377
50,5378
50,5379
50,5380
50,5381
50,5382
50,5383
50,5384
50,5385
50,5386
50,5387
50,5388
50,5389
50,5390
50,5391
50,5392
50,5393
50,5394
50,5395
50,5396
50,5397
50,5398
50,5399
50,5400
50,5401
50,5402
50,5403
50,5404
50,5405
50,5406
50,5407
50,5408
50,5409
50,5410
50,5411
50,5412
50,5413
50,5414
50,5415
50,5416
50,5417
50,5418
50,5419
50,5420
50,5421
50,5422
50,5423
50,5424
50,5425
50,5426
50,5427
50,5428
50,5429
50,5430
50,5431
50,5432
50,5433
50,5434
50,5435
50,5436
50,5437
50,5438
50,5439
50,5440
50,5441
50,5442
50,5443
50,5444
50,5445
50,5446
50,5447
50,5448
50,5449
50,5450
50,5451
50,5452
50,5453
50,5454
50,5455
50,5456
50,5457
50,5458
50,5459
50,5460
50,5461
50,5462
50,5463
50,5464
50,5465
50,5466
50,5467
50,5468
50,5469
50,5470
50,5471
50,5472
50,5473
50,5474
50,5475
50,5476
50,5477
50,5478
50,5479
50,5480
50,5481
50,5482
50,5483
50,5484
50,5485
50,5486
50,5487
50,5488
50,5489
50,5490
50,5491
50,5492
50,5493
50,5494
50,5495
50,5496
50,5497
50,5498
50,5499
50,5500
50,5501
50,5502
50,5503
50,5504
50,5505
50,5506
50,5507
50,5508
50,5509
50,5510
50,5511
50,5512
50,5513
50,5514
50,5515
50,5516
50,5517
50,5518
50,5519
50,5520
50,5521
50,5522
50,5523
50,5524
50,5525
50,5526
50,5527
50,5528
50,5529
50,5530
50,5531
50,5532
50,5533
50,5534
50,5535
50,5536
50,5537
50,5538
50,5539
50,5540
50,5541
50,5542
50,5543
50,5544
50,5545
50,5546
50,5547
50,5548
50,5549
50,5550
50,5551
50,5552
50,5553
50,5554
50,5555
50,5556
50,5557
50,5558
50,5559
50,5560
50,5561
50,5562
50,5563
50,5564
50,5565
50,5566
50,5567
50,5568
50,5569
50,5570
50,5571
50,5572
50,5573
50,5574
50,5575
50,5576
50,5577
50,5578
50,5579
50,5580
50,5581
50,5582
50,5583
50,5584
50,5585
50,5586
50,5587
50,5588
50,5589
50,5590
50,5591
50,5592
50,5593
50,5594
50,5595
50,5596
50,5597
50,5598
50,5599
50,5600
50,5601
50,5602
50,5603
50,5604
50,5605
50,5606
50,5607
50,5608
50,5609
50,5610
50,5611
50,5612
50,5613
50,5614
50,5615
50,5616
50,5617
50,5618
50,5619
50,5620
50,5621
50,5622
50,5623
50,5624
50,5625
50,5626
50,5627
50,5628
50,5629
50,5630
50,5631
50,5632
50,5633
50,5634
50,5635
50,5636
50,5637
50,5638
50,5639
50,5640
50,5641
50,5642
50,5643
50,5644
50,5645
50,5646
50,5647
50,5648
50,5649
50,5650
50,5651
50,5652
50,5653
50,5654
50,5655
50,5656
50,5657
50,5658
50,5659
50,5660
50,5661
50,5662
50,5663
50,5664
50,5665
50,5666
50,5667
50,5668
50,5669
50,5670
50,5671
50,5672
50,5673
50,5674
50,5675
50,5676
50,5677
50,5678
50,5679
50,5680
50,5681
50,5682
50,5683
50,5684
50,5685
50,5686
50,5687
50,5688
50,5689
50,5690
50,5691
50,5692
50,5693
50,5694
50,5695
50,5696
50,5697
50,5698
50,5699
50,5700
50,5701
50,5702
50,5703
50,5704
50,5705
50,5706
50,5707
50,5708
50,5709
50,5710
50,5711
50,5712
50,5713
50,5714
50,5715
50,5716
50,5717
50,5718
50,5719
50,5720
50,5721
50,5722
50,5723
50,5724
50,5725
50,5726
50,5727
50,5728
50,5729
50,5730
50,5731
50,5732
50,5733
50,5734
50,5735
50,5736
50,5737
50,5738
50,5739
50,5740
50,5741
50,5742
50,5743
50,5744
50,5745
50,5746
50,5747
50,5748
50,5749
50,5750
50,5751
50,5752
50,5753
50,5754
50,5755
50,5756
50,5757
50,5758
50,5759
50,5760
50,5761
50,5762
50,5763
50,5764
50,5765
50,5766
50,5767
50,5768
50,5769
50,5770
50,5771
50,5772
50,5773
50,5774
50,5775
50,5776
50,5777
50,5778
50,5779
50,5780
50,5781
50,5782
50,5783
50,5784
50,5785
50,5786
50,5787
50,5788
50,5789
50,5790
50,5791
50,5792
50,5793
50,5794
50,5795
50,5796
50,5797
50,5798
50,5799
50,5800
50,5801
50,5802
50,5803
50,5804
50,5805
50,5806
50,5807
50,5808
50,5809
50,5810
50,5811
50,5812
50,5813
50,5814
50,5815
50,5816
50,5817
50,5818
50,5819
50,5820
50,5821
50,5822
50,5823
50,5824
50,5825
50,5826
50,5827
50,5828
50,5829
50,5830
50,5831
50,5832
50,5833
50,5834
50,5835
50,5836
50,5837
50,5838
50,5839
50,5840
50,5841
50,5842
50,5843
50,5844
50,5845
50,5846
50,5847
50,5848
50,5849
50,5850
50,5851
50,5852
50,5853
50,5854
50,5855
50,5856
50,5857
50,5858
50,5859
50,5860
50,5861
50,5862
50,5863
50,5864
50,5865
50,5866
50,5867
50,5868
50,5869
50,5870
50,5871
50,5872
50,5873
50,5874
50,5875
50,5876
50,5877
50,5878
50,5879
50,5880
50,5881
50,5882
50,5883
50,5884
50,5885
50,5886
50,5887
50,5888
50,5889
50,5890
50,5891
50,5892
50,5893
50,5894
50,5895
50,5896
50,5897
50,5898
50,5899
50,5900
50,5901
50,5902
50,5903
50,5904
50,5905
50,5906
50,5907
50,5908
50,5909
50,5910
50,5911
50,5912
50,5913
50,5914
50,5915
50,5916
50,5917
50,5918
50,5919
50,5920
50,5921
50,5922
50,5923
50,5924
50,5925
50,5926
50,5927
50,5928
50,5929
50,5930
50,5931
50,5932
50,5933
50,5934
50,5935
50,5936
50,5937
50,5938
50,5939
50,5940
50,5941
50,5942
50,5943
50,5944
50,5945
50,5946
50,5947
50,5948
50,5949
50,5950
50,5951
50,5952
50,5953
50,5954
50,5955
50,5956
50,5957
50,5958
50,5959
50,5960
50,5961
50,5962
50,5963
50,5964
50,5965
50,5966
50,5967
50,5968
50,5969
50,5970
50,5971
50,5972
50,5973
50,5974
50,5975
50,5976
50,5977
50,5978
50,5979
50,5980
50,5981
50,5982
50,5983
50,5984
50,5985
50,5986
50,5987
50,5988
50,5989
50,5990
50,5991
50,5992
50,5993
50,5994
50,5995
50,5996
50,5997
50,5998
50,5999
50,6000
50,6001
50,6002
50,6003
50,6004
50,6005
50,6006
50,6007
50,6008
50,6009
50,6010
50,6011
50,6012
50,6013
50,6014
50,6015
50,6016
50,6017
50,6018
50,6019
50,6020
50,6021
50,6022
50,6023
50,6024
50,6025
50,6026
50,6027
50,6028
50,6029
50,6030
50,6031
50,6032
50,6033
50,6034
50,6035
50,6036
50,6037
50,6038
50,6039
50,6040
50,6041
50,6042
50,6043
50,6044
50,6045
50,6046
50,6047
50,6048
50,6049
50,6050
50,6051
50,6052
50,6053
50,6054
50,6055
50,6056
50,6057
50,6058
50,6059
50,6060
50,6061
50,6062
50,6063
50,6064
50,6065
50,6066
50,6067
50,6068
50,6069
50,6070
50,6071
50,6072
50,6073
50,6074
50,6075
50,6076
50,6077
50,6078
50,6079
50,6080
50,6081
50,6082
50,6083
50,6084
50,6085
50,6086
50,6087
50,6088
50,6089
50,6090
50,6091
50,6092
50,6093
50,6094
50,6095
50,6096
50,6097
50,6098
50,6099
50,6100
50,6101
50,6102
50,6103
50,6104
50,6105
50,6106
50,6107
50,6108
50,6109
50,6110
50,6111
50,6112
50,6113
50,6114
50,6115
50,6116
50,6117
50,6118
50,6119
50,6120
50,6121
50,6122
50,6123
50,6124
50,6125
50,6126
50,6127
50,6128
50,6129
50,6130
50,6131
50,6132
50,6133
50,6134
50,6135
50,6136
50,6137
50,6138
50,6139
50,6140
50,6141
50,6142
50,6143
50,6144
50,6145
50,6146
50,6147
50,6148
50,6149
50,6150
50,6151
50,6152
50,6153
50,6154
50,6155
50,6156
50,6157
50,6158
50,6159
50,6160
50,6161
50,6162
50,6163
50,6164
50,6165
50,6166
50,6167
50,6168
50,6169
50,6170
50,6171
50,6172
50,6173
50,6174
50,6175
50,6176
50,6177
50,6178
50,6179
50,6180
50,6181
50,6182
50,6183
50,6184
50,6185
50,6186
50,6187
50,6188
50,6189
50,6190
50,6191
50,6192
50,6193
50,6194
50,6195
50,6196
50,6197
50,6198
50,6199
50,6200
50,6201
50,6202
50,6203
50,6204
50,6205
50,6206
50,6207
50,6208
50,6209
50,6210
50,6211
50,6212
50,6213
50,6214
50,6215
50,6216
50,6217
50,6218
50,6219
50,6220
50,6221
50,6222
50,6223
50,6224
50,6225
50,6226
50,6227
50,6228
50,6229
50,6230
50,6231
50,6232
50,6233
50,6234
50,6235
50,6236
50,6237
50,6238
50,6239
50,6240
50,6241
50,6242
50,6243
50,6244
50,6245
50,6246
50,6247
50,6248
50,6249
50,6250
50,6251
50,6252
50,6253
50,6254
50,6255
50,6256
50,6257
50,6258
50,6259
50,6260
50,6261
50,6262
50,6263
50,6264
